  #Energy        TDOS
-5.613623        2.951000
-5.584623        2.932000
-5.556623        2.960000
-5.527623        3.017000
-5.498623        3.004000
-5.470623        2.924000
-5.441623        2.910000
-5.413623        2.816000
-5.384623        2.692000
-5.355623        1.961000
-5.327623        1.912000
-5.298623        1.770000
-5.269623        1.641000
-5.241623        1.527000
-5.212623        1.484000
-5.184623        1.487000
-5.155623        1.538000
-5.126623        1.628000
-5.098623        1.710000
-5.069623        1.785000
-5.040623        1.954000
-5.012623        2.315000
-4.983623        2.751000
-4.954623        3.087000
-4.926623        3.186000
-4.897623        3.067000
-4.869623        3.051000
-4.840623        3.047000
-4.811623        3.044000
-4.783623        3.043000
-4.754623        3.043000
-4.725623        3.044000
-4.697623        3.047000
-4.668623        3.050000
-4.640623        3.065000
-4.611623        3.105000
-4.582623        3.159000
-4.554623        3.225000
-4.525623        3.299000
-4.496623        3.382000
-4.468623        3.476000
-4.439623        3.575000
-4.410623        3.698000
-4.382623        3.831000
-4.353623        3.789000
-4.325623        3.732000
-4.296623        3.707000
-4.267623        3.679000
-4.239623        3.639000
-4.210623        3.590000
-4.181623        3.551000
-4.153623        3.545000
-4.124623        3.504000
-4.096623        3.414000
-4.067623        3.293000
-4.038623        3.142000
-4.010623        3.002000
-3.981623        2.906000
-3.952623        2.879000
-3.924623        2.862000
-3.895623        2.865000
-3.867623        2.958000
-3.838623        3.408000
-3.809623        3.338000
-3.781623        3.241000
-3.752623        3.372000
-3.723623        3.506000
-3.695623        3.801000
-3.666623        4.100000
-3.637623        4.402000
-3.609623        4.708000
-3.580623        5.016000
-3.552623        5.361000
-3.523623        5.483000
-3.494623        5.251000
-3.466623        5.145000
-3.437623        4.960000
-3.408623        4.799000
-3.380623        4.786000
-3.351623        4.712000
-3.323623        4.610000
-3.294623        4.541000
-3.265623        4.501000
-3.237623        4.448000
-3.208623        4.385000
-3.179623        4.446000
-3.151623        4.651000
-3.122623        4.079000
-3.093623        3.878000
-3.065623        3.729000
-3.036623        3.604000
-3.008623        3.503000
-2.979623        3.449000
-2.950623        3.400000
-2.922623        3.508000
-2.893623        3.733000
-2.864623        3.967000
-2.836623        4.170000
-2.807623        4.352000
-2.779623        4.773000
-2.750623        5.054000
-2.721623        5.167000
-2.693623        5.236000
-2.664623        5.264000
-2.635623        5.245000
-2.607623        5.070000
-2.578623        4.840000
-2.550623        4.631000
-2.521623        4.435000
